csd_code,year,muni_id,MUNID,LOCALID,muni_name,turnout,turnout_noavg,intvoting,total_treats,VBM,phonevoting,paper_ballots_eliminated,adv_only,p_int_votes,p_phone_votes,p_paper_votes,no_reg_barrier,winner,second_place,margin,compet,cd_csd_code,cd_name,cd_code,subd_name,census_subd_code,pop,area_kmsq,pop_den,p_uni,unemploy,p_65_plus,median_inc,p_imm
31011,2006,m359,31011,31011,Stratford,0.455,0.455,0,2,0,0,0,0,,,,,0.759,0.241,0.518,0.482,3531011,Perth,3531,Stratford,11,30461,25.28,1204.94462,0.103543914,5,0.163821405,28760,0.116716617
31011,2010,m359,31011,31011,Stratford,0.478,0.478,1,2,0,1,0,0,,,,,0.792,0.208,0.584,0.416,3531011,Perth,3531,Stratford,11,30886,26.95,1146.048237,0.129657679,6.9,0.181641574,32523,0.112094888
31011,2014,m359,31011,31011,Stratford,0.474,0.474,1,2,0,1,1,0,0.906,0.094,0,1,0.81,0.11,0.7,0.3,3531011,Perth,3531,Stratford,11,31395.86301,29.11191781,1078.453959,0.115227882,7.275342466,0.195842433,34812.26027,0.111083028
39015,2000,m360,39013,39013,Strathroy-Caradoc,0.572,0.572,0,1,0,0,0,0,,,,,0.4767,0.2035,0.2732,0.7268,3539015,Middlesex County,3539,Strathroy-Caradoc,15,19114,273.61,69.8585578,0.087739033,5.5,0.131578947,23156,0.162631579
39015,2003,m360,39013,39013,Strathroy-Caradoc,0.433,0.433,0,1,0,0,0,0,,,,,0.7048,0.2386,0.4662,0.5338,3539015,Middlesex County,3539,Strathroy-Caradoc,15,19545.5,273.9,71.3599854,0.083955931,5.45,0.138362046,25005,0.158277687
39015,2006,m360,39013,39013,Strathroy-Caradoc,0.477,0.477,0,1,1,0,1,0,,,,,0.7641,0.2358,0.5283,0.4717,3539015,Middlesex,3539,Strathroy-Caradoc,15,19977,274.19,72.85823699,0.080172828,5.4,0.145145145,26854,0.153923795
39015,2010,m360,39013,39013,Strathroy-Caradoc,0.468,0.468,0,1,1,0,1,0,,,,,0.836,0.1312,0.7048,0.2952,3539015,Middlesex,3539,Strathroy-Caradoc,15,20978,274.12,76.52852765,0.078935077,6.2,0.181363203,27589,0.121465454
39015,2014,m360,39013,39013,Strathroy-Caradoc,0.361,0.361,1,1,0,1,1,0,0.776,0.224,0,1,0.792,0.2031,0.5889,0.4111,3539015,Middlesex,3539,Strathroy-Caradoc,15,21611.64384,274.4441096,78.74697645,0.074412363,6.252054795,0.194129791,29817.30137,0.112009148
9015,2000,m365,9010,9010,Tay Valley,0.406,0.406,0,3,0,0,0,0,,,,,0.5474,0.3656,0.1818,0.8182,3509015,Lanark County,3509,Bathurst Burgess Sherbrooke,15,5440,527.58,10.31123242,0.134048257,4.4,0.124080882,22498,0.062135922
9015,2003,m365,9010,9010,Tay Valley,0.471,0.471,0,3,1,0,1,0,,,,,0.427,0.384,0.043,0.957,3509015,Lanark County,3509,Bathurst Burgess Sherbrooke,15,5537,527.52,10.4962845,0.121852279,4.15,0.149962288,25476,0.067905338
9015,2006,m365,9010,9010,Tay Valley,0.4,0.4,1,3,0,1,1,0,,,,,0.718,0.282,0.436,0.564,3509015,Lanark,3509,Tay Valley,15,5634,527.46,10.68137868,0.109656301,3.9,0.175843694,28454,0.073674753
9015,2010,m365,9010,9010,Tay Valley,0.167,0.167,1,3,0,1,1,0,,,,,NA,NA,1,0,3509015,Lanark,3509,Tay Valley,15,5571,549.12,10.14532343,0.093394997,3.566666667,0.236983842,32424.66667,0.081367307
9015,2014,m365,9010,9010,Tay Valley,0.396,0.396,1,3,0,1,1,0,0.694,0.306,0,1,NA,NA,1,0,3509015,Lanark,3509,Tay Valley,15,5673.986301,552.0180822,10.27862399,0.077133693,3.233333333,0.275140549,36395.33333,0.089059861
37048,2000,m366,37043,37043,Tecumseh,0.45,0.45,0,1,0,0,0,0,,,,,0.6892,0.3197,0.3695,0.6305,3537048,Essex County,3537,Tecumseh,48,25105,120.31,208.669271,0.211139528,3.8,0.088627763,31855,0.168597683
37048,2003,m366,37043,37043,Tecumseh,0.541,0.541,0,1,1,0,1,0,,,,,0.5543,0.4456,0.1087,0.8913,3537048,Essex County,3537,Tecumseh,48,24664.5,107.51,229.4158683,0.181164118,4.75,0.096119867,33921,0.173038511
37048,2006,m366,37043,37043,Tecumseh,0.477,0.477,0,1,1,0,1,0,,,,,0.8287,0.1713,0.6574,0.3426,3537048,Essex,3537,Tecumseh,48,24224,94.71,255.770246,0.151188707,5.7,0.103611971,35987,0.177479339
37048,2010,m366,37043,37043,Tecumseh,0.457,0.457,0,1,1,0,1,0,,,,,NA,NA,1,0,3537048,Essex,3537,Tecumseh,48,23610,94.69,249.3399514,0.14843448,8.5,0.149936468,36807,0.169053216
37048,2014,m366,37043,37043,Tecumseh,0.527,0.527,1,1,0,1,1,0,0.819,0.181,0,1,0.5675,0.4427,0.1248,0.8752,3537048,Essex,3537,Tecumseh,48,23019.0137,79.95849315,287.8870373,0.113564935,9.976712329,0.164903341,39296.64384,0.173008946
39027,2000,m371,39025,39025,Thames Centre,0.34,0.34,0,1,0,1,1,0,,,,,NA,NA,NA,NA,3539027,Middlesex County,3539,Thames Centre,27,12473,433.8,28.75288151,0.110285714,3.2,0.108634651,29554,0.103807615
39027,2003,m371,39025,39025,Thames Centre,0.568,0.568,0,1,1,0,1,0,,,,,0.5098,0.3366,0.1732,0.8268,3539027,Middlesex County,3539,Thames Centre,27,12779,433.8,29.4582757,0.099835595,3.1,0.1146918,31542,0.100623716
39027,2006,m371,39025,39025,Thames Centre,0.52,0.52,0,1,1,0,1,0,,,,,0.856,0.144,0.712,0.288,3539027,Middlesex,3539,Thames Centre,27,13085,433.8,30.16366989,0.089385475,3,0.120748949,33530,0.097439817
39027,2010,m371,39025,39025,Thames Centre,0.469,0.469,0,1,1,0,1,0,,,,,NA,NA,1,0,3539027,Middlesex,3539,Thames Centre,27,13000,433.95,29.95736836,0.114649682,4.7,0.143461538,33205,0.113889958
39027,2014,m371,39025,39025,Thames Centre,0.509,0.509,1,1,0,1,1,0,0.733,0.267,0,1,0.528,0.471,0.057,0.943,3539027,Middlesex,3539,Thames Centre,27,13340.46575,433.9705479,30.74048646,0.106085737,4.817808219,0.153542722,35448.0411,0.112479737
49005,2000,m372,49005,49005,The Archipelago,ACC,ACC,0,3,1,0,1,0,,,,,NA,NA,1,0,3549005,Parry Sound District,3549,The Archipelago,5,505,602.61,0.838021274,0.05952381,14.3,0.316831683,18362,0.193877551
49005,2003,m372,49005,49005,The Archipelago,0.26,0.26,0,3,1,0,1,0,,,,,NA,NA,1,0,3549005,Parry Sound District,3549,The Archipelago,5,540.5,602.455,0.897162444,0.029761905,8.8,0.296346876,18115,0.206587899
49005,2006,m372,49005,49005,The Archipelago,0.157,0.157,1,3,0,1,1,0,,,,,NA,NA,1,0,3549005,Parry Sound,3549,The Archipelago,5,576,602.3,0.956334053,0,3.3,0.275862069,17868,0.219298246
49005,2010,m372,49005,49005,The Archipelago,0.269,0.269,1,3,0,1,1,0,,,,,NA,NA,1,0,3549005,Parry Sound,3549,The Archipelago,5,566,606.56,0.9331311,0,0,0.292035398,17538.66667,0.236245376
49005,2014,m372,49005,49005,The Archipelago,0.277,0.277,1,3,0,1,1,0,0.744,0.256,0,1,NA,NA,1,0,3549005,Parry Sound,3549,The Archipelago,5,605.4794521,606.9652055,0.99755216,0,0,0.270679364,17209.33333,0.253192506
2025,2000,m373,2011,2011,The Nation,0.617,0.617,0,4,0,1,1,0,,,,,0.626,0.373,0.253,0.747,3502025,Prescott and Russell United Counties,3502,The Nation Municipality,25,10599,657.32,16.12456642,0.089521166,3.4,0.073591848,24503,0.051873199
2025,2003,m373,2011,2011,The Nation,ACC,ACC,1,4,0,1,1,0,,,,,NA,NA,1,0,3502025,Prescott and Russell United Counties,3502,The Nation Municipality,25,10621,657.24,16.16000243,0.08946257,3.75,0.082826925,27486,0.044836121
2025,2006,m373,2011,2011,The Nation,ACC,ACC,1,4,0,1,1,0,,,,,NA,NA,1,0,3502025,Prescott and Russell,3502,The Nation / La Nation,25,10643,657.16,16.19544708,0.089403974,4.1,0.092062001,30469,0.037799043
2025,2010,m373,2011,2011,The Nation,0.297,0.297,1,4,0,1,1,0,,,,,NA,NA,1,0,3502025,Prescott and Russell,3502,The Nation,25,11668,658.03,17.73171436,0.094917788,5.6,0.104113111,38158,0.027522936
2025,2014,m373,2011,2011,The Nation,0.469,0.469,1,4,0,1,1,0,0.63,0.37,0,1,0.57,0.43,0.14,0.86,3502025,Prescott and Russell,3502,The Nation,25,11833.72603,658.0571233,17.98282491,0.095605679,6.208219178,0.116390611,42643.78082,0.01801779
56027,2000,m379,56027,56027,Timmins,0.605,0.605,0,1,0,0,0,0,,,,,0.6042,0.2831,0.3211,0.6789,3556027,Cochrane District,3556,Timmins,27,43686,2961.52,14.75120884,0.092756896,11.2,0.10632697,20648,0.048275064
56027,2003,m379,56027,56027,Timmins,0.55,0.55,0,1,0,0,0,0,,,,,0.6358,0.3642,0.2716,0.7284,3556027,Cochrane District,3556,Timmins,27,43341.5,2961.55,14.63473519,0.100336038,9.15,0.116484802,23506,0.045454221
56027,2006,m379,56027,56027,Timmins,0.291,0.291,0,1,0,0,0,0,,,,,NA,NA,1,0,3556027,Cochrane,3556,Timmins,27,42997,2961.58,14.5182639,0.10791518,7.1,0.126642633,26364,0.042633377
56027,2010,m379,56027,56027,Timmins,0.389,0.389,0,1,0,0,0,0,,,,,0.8962,0.1038,0.7924,0.2076,3556027,Cochrane,3556,Timmins,27,43165,2979.15,14.48903211,0.084571907,7.3,0.137958995,31778,0.03970311
56027,2014,m379,56027,56027,Timmins,0.465,0.465,1,1,0,0,0,0,0.4414,0,0.5586,0,0.65,0.33,0.32,0.68,3556027,Cochrane,3556,Timmins,27,42791.60274,2981.59137,14.35193406,0.090095403,4.968493151,0.151197645,35808.30137,0.036055801
43064,2000,m392,43064,43064,Wasaga Beach,0.253,0.253,0,1,0,0,0,0,,,,,NA,NA,1,0,3543064,Simcoe County,3543,Wasaga Beach,64,12419,58.45,212.4721985,0.057524397,6.3,0.219019245,20524,0.199757869
43064,2003,m392,43064,43064,Wasaga Beach,0.373,0.373,0,1,0,0,0,0,,,,,0.6957,0.1754,0.5203,0.4797,3543064,Simcoe County,3543,Wasaga Beach,64,13724,58.44,234.8391513,0.068321213,6.8,0.233927454,22800.5,0.203677669
43064,2006,m392,43064,43064,Wasaga Beach,0.312,0.312,0,1,0,0,1,0,,,,,0.5711,0.401,0.1701,0.8299,3543064,Simcoe,3543,Wasaga Beach,64,15029,58.43,257.2137601,0.079118029,7.3,0.248835662,25077,0.207597468
43064,2010,m392,43064,43064,Wasaga Beach,0.27,0.27,0,1,0,0,1,0,,,,,0.6816,0.3184,0.3632,0.6368,3543064,Simcoe,3543,Wasaga Beach,64,17537,58.43,300.136916,0.092699884,7.7,0.291132022,25229,0.192241379
43064,2014,m392,43064,43064,Wasaga Beach,0.463,0.463,1,1,0,1,1,0,0.8122,0.1878,0,1,0.56,0.22,0.34,0.66,3543064,Simcoe,3543,Wasaga Beach,64,19382.20548,58.41849315,331.7820169,0.106984146,8.330136986,0.314080695,27869.35616,0.194648259
34042,2000,m398,34035,34035,West Elgin,0.334,0.334,0,2,0,0,0,0,,,,,0.582,0.418,0.164,0.836,3534042,Elgin County,3534,West Elgin,42,5464,322.52,16.94158502,0.064102564,7.5,0.150073206,20095,0.172191529
34042,2003,m398,34035,34035,West Elgin,0.226,0.226,0,2,0,0,0,0,,,,,NA,NA,1,0,3534042,Elgin County,3534,West Elgin,42,5406.5,322.52,16.7633015,0.052993691,5.95,0.155877725,22139.5,0.166998869
34042,2006,m398,34035,34035,West Elgin,0.287,0.287,0,2,0,0,0,0,,,,,NA,NA,1,0,3534042,Elgin,3534,West Elgin,42,5349,322.52,16.58501798,0.041884817,4.4,0.161682243,24184,0.161806209
34042,2010,m398,34035,34035,West Elgin,0.431,0.431,1,2,0,1,0,0,,,,,0.516,0.268,0.248,0.752,3534042,Elgin,3534,West Elgin,42,5157,322.52,15.98970606,0.054151625,8.7,0.187196896,23359,0.120234604
34042,2014,m398,34035,34035,West Elgin,0.378,0.378,1,2,0,1,0,0,0.476,0.124,0.4,1,0.53,0.47,0.06,0.94,3534042,Elgin,3534,West Elgin,42,5064.534247,322.52,15.70300833,0.043049196,7.505479452,0.197371226,25598.56164,0.108564748
31025,2000,m402,31017,31017,West Perth,0.346,0.346,0,1,0,0,0,0,,,,,0.6469,0.353,0.2939,0.7061,3531025,Perth County,3531,West Perth,25,9129,579.4,15.75595444,0.086743044,2.6,0.125972177,24081,0.065591996
31025,2003,m402,31017,31017,West Perth,0.362,0.362,0,1,0,0,0,0,,,,,0.456,0.3232,0.1328,0.8672,3531025,Perth County,3531,West Perth,25,8984,579.4,15.50569555,0.085949198,2.65,0.136840079,26718.5,0.07498888
31025,2006,m402,31017,31017,West Perth,0.251,0.251,0,1,0,0,0,0,,,,,NA,NA,1,0,3531025,Perth,3531,West Perth,25,8839,579.4,15.25543666,0.085155351,2.7,0.14770798,29356,0.084385763
31025,2010,m402,31017,31017,West Perth,0.374,0.374,0,1,0,0,0,0,,,,,0.616,0.384,0.232,0.768,3531025,Perth,3531,West Perth,25,8919,579.42,15.39297919,0.086226204,4.2,0.150784753,32390,0.063068182
31025,2014,m402,31017,31017,West Perth,0.385,0.385,1,1,0,1,1,0,0.812,0.188,0,1,NA,NA,1,0,3531025,Perth,3531,West Perth,25,8763.109589,579.4227397,15.12386206,0.085459429,4.463013699,0.163711759,35840.54795,0.070960818
49039,2000,m407,49039,49039,Whitestone,0.444,0.444,0,1,1,0,1,0,,,,,NA,NA,NA,NA,3549039,Parry Sound District,3549,Whitestone,39,853,946.62,0.901100758,0.06122449,8,0.234466589,20799,0.125
49039,2003,m407,49039,49039,Whitestone,0.424,0.424,0,1,1,0,1,0,,,,,NA,NA,NA,NA,3549039,Parry Sound District,3549,Whitestone,39,941.5,946.59,0.994622804,0.066010475,10,0.255582809,19819.5,0.125606796
49039,2006,m407,49039,49039,Whitestone,0.387,0.387,0,1,1,0,1,0,,,,,0.4967,0.3964,0.1003,0.8997,3549039,Parry Sound,3549,Whitestone,39,1030,946.56,1.088150778,0.07079646,12,0.276699029,18840,0.126213592
49039,2010,m407,49039,49039,Whitestone,0.427,0.427,0,1,1,0,1,0,,,,,0.611,0.289,0.322,0.678,3549039,Parry Sound,3549,Whitestone,39,918,957.52,0.958726711,0.039215686,14.5,0.289617486,25829,0.088235294
49039,2014,m407,49039,49039,Whitestone,0.408,0.408,1,1,0,1,0,0,0.366,0.103,0.531,1,0.5112,0.4887,0.0225,0.9775,3549039,Parry Sound,3549,Whitestone,39,1004.493151,958.9868493,1.047452477,0.040396713,17.14383562,0.315685254,25659.30137,0.083731018
47056,2000,m408,47050,47050,Whitewater Region,0.469,0.469,0,2,0,0,0,0,,,,,0.554,0.312,0.242,0.758,3547056,Renfrew County,3547,Whitewater Region,56,6520,537.96,12.11986021,0.072210066,4.9,0.15107362,19263,0.051643192
47056,2003,m408,47050,47050,Whitewater Region,0.37,0.37,0,2,0,0,0,0,,,,,NA,NA,1,0,3547056,Renfrew County,3547,Whitewater Region,56,6575.5,537.96,12.22302773,0.077479507,5.3,0.159247217,21633.5,0.055867821
47056,2006,m408,47050,47050,Whitewater Region,0.216,0.216,0,2,1,0,1,0,,,,,NA,NA,1,0,3547056,Renfrew,3547,Whitewater Region,56,6631,537.96,12.32619526,0.082748948,5.7,0.167420814,24004,0.06009245
47056,2010,m408,47050,47050,Whitewater Region,0.472,0.472,1,2,0,1,0,0,,,,,NA,NA,1,0,3547056,Renfrew,3547,Whitewater Region,56,6921,537.96,12.86526879,0.059945504,6.9,0.177023121,26896,0.045857988
47056,2014,m408,47050,47050,Whitewater Region,0.499,0.499,1,2,0,0,0,0,0.722,0,0.278,1,0.302,0.29,0.012,0.988,3547056,Renfrew,3547,Whitewater Region,56,7024.589041,537.96,13.0578278,0.062885211,7.524657534,0.18774374,30019.86301,0.048769279
